Description,Accuracy,Base Rate,Selection Rate,Disparate Impact,Statistical Parity Difference,Between Group Coefficient of Variation,Between Group Generalized Entropy Index,Between Group Theil Index,Mean Difference,Smoothed Empirical Differential Fairness,Consistency,Average Absolute Odds Difference,Average Odds Difference,Average Predictive Value Difference,Between All Groups Coefficient of Variation,Between All Groups Generalized Entropy Index,Between All Groups Theil Index,Coefficient of Variation,Differential Fairness Bias Amplification,Equal Opportunity Difference,Equalized Odds Difference,Error Rate,Error Rate Difference,Error Rate Ratio,False Discovery Rate,False Discovery Rate Difference,False Discovery Rate Ratio,False Negative Rate,False Negative Rate Difference,False Negative Rate Ratio,False Omission Rate,False Omission Rate Difference,False Omission Rate Ratio,False Positive Rate,False Positive Rate Difference,False Positive Rate Ratio,Generalized Entropy Index,Generalized Equalized Odds Difference,Generalized False Negative Rate,Generalized False Positive Rate,Generalized True Negative Rate,Generalized True Positive Rate,Negative Predictive Value,Number of False Negatives,Number of False Positives,Number of Generalized False Negatives,Number of Generalized False Positives,Number of Generalized True Negatives,Number of Generalized True Positives,Number of Instances,Number of Negatives,Number of Positives,Number of Predicted Negatives,Number of Predicted Positives,Number of True Negatives,Number of True Positives,Positive Predictive Value,Power,Precision,Recall,Sensitivity,Specificity,Theil Index,True Negative Rate,True Positive Rate,True Positive Rate Difference
MLP DIR AGE&GENDER Mitigation,0.5000975800156128,0.5036104605776737,0.5199063231850117,0.9995747224039345,-0.00025181878417546155,0.9048839809552299,0.40940750949469246,0.5961828701790066,-0.00025181878417546155,0.7272967239273365,0.9501951600312261,0.07992533932702611,0.03735439355521436,0.1961698799147273,0.14728178951740117,0.01084596276172403,0.010929899700657043,0.6955159272265468,-0.33015007119309825,-0.04257094577181175,0.11727973288224047,0.4999024199843872,0.036255212063207365,1.0665254367382027,0.4964339339339339,-0.12385358331304275,0.7820622679234505,0.4801395078473164,0.0425709457718117,1.0947689311476223,0.5036585365853659,0.2684861765164118,1.5252748225206978,0.5199528209160605,0.11727973288224047,1.186773250695496,0.24187120251290153,0.11727973288224047,0.4801395078473164,0.5199528209160605,0.48004717908393946,0.5198604921526836,0.49634146341463414,2478.0,2645.0,2478.0,2645.0,2442.0,2683.0,10248.0,5087.0,5161.0,4920.0,5328.0,2442.0,2683.0,0.503566066066066,2683.0,0.503566066066066,0.5198604921526836,0.5198604921526836,0.48004717908393946,0.335899684328172,0.48004717908393946,0.5198604921526836,-0.04257094577181175
MLP Reweighed AGE&GENDER Mitigation,0.49746291959406713,0.5057572209211554,0.5170765027322405,1.0291606378286502,0.01690167136390286,0.8778687600147174,0.3853267799048887,0.56990457335917,0.01690167136390286,0.6558479136766691,0.9530249804839974,0.04474331281732885,0.04474331281732885,0.17519663375487307,0.14127543876754434,0.009979374799481086,0.010072761597468624,0.7008747238058538,-0.24808510922587768,0.018691564182903853,0.07079506145175385,0.5025370804059328,-0.011526674481537325,0.9796590634008936,0.4968862049443291,-0.15371236824871537,0.737998993271828,0.4856260852787961,-0.018691564182903797,0.9615502809745505,0.5085875934532229,0.19668089926103083,1.3648439880585819,0.5198420533070088,0.07079506145175385,1.1111358882390998,0.24561268923496593,0.07079506145175385,0.4856260852787961,0.5198420533070088,0.4801579466929911,0.514373914721204,0.49141240654677715,2517.0,2633.0,2517.0,2633.0,2432.0,2666.0,10248.0,5065.0,5183.0,4949.0,5299.0,2432.0,2666.0,0.5031137950556709,2666.0,0.5031137950556709,0.514373914721204,0.514373914721204,0.4801579466929911,0.3409358353593201,0.4801579466929911,0.514373914721204,0.018691564182903853
LSTM GENDER Mitigation,0.5127829820452772,0.5035128805620609,0.5129781420765027,0.8066329543073729,-0.1089135154064308,0.12444202797621257,0.0077429091634162355,0.007813513657504928,-0.1089135154064308,0.2934255907734742,0.9519516003122567,0.11603807082322914,-0.11603807082322914,0.1472140698305795,0.12444202797621257,0.0077429091634162355,0.007813513657504928,0.691400856053353,-0.07082907249109416,-0.07725509907911543,0.15482104256734286,0.48721701795472283,-0.03829688269871345,0.924148528811378,0.48411641620696216,-0.18525272596933834,0.6691003032685612,0.4744186046511628,0.07725509907911543,1.1782923605898514,0.49048286916449607,0.10917541369182071,1.2515418231331625,0.5001965408805031,-0.15482104256734286,0.7238134964775677,0.23901757187565464,0.15482104256734286,0.4744186046511628,0.5001965408805031,0.49980345911949686,0.5255813953488372,0.5095171308355039,2448.0,2545.0,2448.0,2545.0,2543.0,2712.0,10248.0,5088.0,5160.0,4991.0,5257.0,2543.0,2712.0,0.5158835837930379,2712.0,0.5158835837930379,0.5255813953488372,0.5255813953488372,0.49980345911949686,0.3316250870412109,0.49980345911949686,0.5255813953488372,-0.07725509907911543
LSTM DIR GENDER Mitigation,0.5181498829039812,0.5022443403590945,0.5104410616705699,0.7770772617109419,-0.12677498205642407,0.12441149658339061,0.007739110241059506,0.007812392139641835,-0.12677498205642407,0.25485072984919377,0.9523419203747078,0.1333938593460221,-0.1333938593460221,0.13160810355464442,0.12441149658339061,0.007739110241059506,0.007812392139641835,0.6884627129020551,0.0027850651229621715,-0.13225164697397268,0.13453607171807153,0.48185011709601877,-0.00040554916083557213,0.9991586753551055,0.4800229401644045,-0.1324100897767404,0.7514351711580857,0.4715368175636293,0.13225164697397274,1.3284960263547065,0.48375523221048433,0.13080611733254843,1.3150159418421958,0.4922564203097432,-0.13453607171807153,0.7534574371078248,0.23699045352822873,0.13453607171807153,0.4715368175636293,0.4922564203097432,0.5077435796902569,0.5284631824363707,0.5162447677895157,2427.0,2511.0,2427.0,2511.0,2590.0,2720.0,10248.0,5101.0,5147.0,5017.0,5231.0,2590.0,2720.0,0.5199770598355955,2720.0,0.5199770598355955,0.5284631824363707,0.5284631824363707,0.5077435796902569,0.32874969175844326,0.5077435796902569,0.5284631824363707,-0.13225164697397268
LSTM Reweighed GENDER Mitigation,0.5237119437939111,0.5113192818110851,0.5145394223263076,0.8264992809002504,-0.09694255425932197,0.1140595783001796,0.006504793701007401,0.006563473972075047,-0.09694255425932197,0.2767422504609155,0.9475409836065578,0.10661775905689752,-0.10661775905689752,0.13822235548012426,0.1140595783001796,0.006504793701007401,0.006563473972075047,0.6879135682605255,-0.07817880349401862,-0.0722596732414984,0.14097584487229664,0.47628805620608894,-0.03252916525522542,0.9337654871081513,0.46595865731082875,-0.17142604248330523,0.6802442381224576,0.46259541984732827,0.07225967324149846,1.1700267405017655,0.4872361809045226,0.10501866847694324,1.2418969330086895,0.4906150159744409,-0.14097584487229664,0.7415161455095974,0.23661253869846433,0.14097584487229664,0.46259541984732827,0.4906150159744409,0.5093849840255591,0.5374045801526718,0.5127638190954774,2424.0,2457.0,2424.0,2457.0,2551.0,2816.0,10248.0,5008.0,5240.0,4975.0,5273.0,2551.0,2816.0,0.5340413426891713,2816.0,0.5340413426891713,0.5374045801526718,0.5374045801526718,0.5093849840255591,0.3280879457146774,0.5093849840255591,0.5374045801526718,-0.0722596732414984
LSTM AGE Mitigation,0.5127829820452772,0.5035128805620609,0.5129781420765027,1.1411827960174539,0.07052329246313244,0.032342522824747574,0.000523019391334659,0.0005144533601752711,0.07052329246313244,0.025122602386427495,0.9519516003122567,0.1241545269144724,0.07190419090281566,-0.02874918674787444,0.032342522824747574,0.000523019391334659,0.0005144533601752711,0.691400856053353,0.12667637482267458,0.19605871781728806,0.19605871781728806,0.48721701795472283,-0.12320767448261172,0.7587631554168085,0.48411641620696216,-0.09765369733215257,0.8065606818030723,0.4744186046511628,-0.19605871781728806,0.6163869770319388,0.49048286916449607,-0.15515207082790144,0.6996823255896497,0.5001965408805031,-0.05225033601165674,0.8976233253755344,0.23901757187565464,0.19605871781728806,0.4744186046511628,0.5001965408805031,0.49980345911949686,0.5255813953488372,0.5095171308355039,2448.0,2545.0,2448.0,2545.0,2543.0,2712.0,10248.0,5088.0,5160.0,4991.0,5257.0,2543.0,2712.0,0.5158835837930379,2712.0,0.5158835837930379,0.5255813953488372,0.5255813953488372,0.49980345911949686,0.3316250870412109,0.49980345911949686,0.5255813953488372,0.19605871781728806
LSTM DIR AGE Mitigation,0.5262490241998439,0.5090749414519906,0.5119047619047619,1.1046587791208526,0.052537120807328086,0.01952348956401823,0.00019058332237816437,0.00018865269312185257,0.052537120807328086,0.005111576199324341,0.9520101483216243,0.112732205469006,0.0500082708968462,-0.010426190611957015,0.01952348956401823,0.00019058332237816437,0.00018865269312185257,0.6863476459360818,0.10630825539285516,0.1627404763658522,0.1627404763658522,0.4737509758001561,-0.11385305727370132,0.7701091899158904,0.465497521921464,-0.1036620050477608,0.787010562745295,0.4625263561433774,-0.1627404763658522,0.6701501754195479,0.48240703718512595,-0.12451438627167472,0.7528813235068392,0.4853905784138342,-0.0627239345721598,0.8738418154961729,0.2355365455410005,0.1627404763658522,0.4625263561433774,0.4853905784138342,0.5146094215861657,0.5374736438566226,0.5175929628148741,2413.0,2442.0,2413.0,2442.0,2589.0,2804.0,10248.0,5031.0,5217.0,5002.0,5246.0,2589.0,2804.0,0.534502478078536,2804.0,0.534502478078536,0.5374736438566226,0.5374736438566226,0.5146094215861657,0.3265826443620034,0.5146094215861657,0.5374736438566226,0.1627404763658522
LSTM Reweighed AGE Mitigation,0.5201014832162373,0.5075136612021858,0.5135636221701796,1.1483495092891032,0.07413917922265967,0.028270812534006616,0.0003996194206664728,0.00039373252492949217,0.07413917922265967,0.0021702210461269633,0.950292740046839,0.09837915392230459,0.0724858654365271,-0.014026047270344316,0.028270812534006616,0.0003996194206664728,0.00039373252492949217,0.6885549309618352,0.15815093931490665,0.1708650193588317,0.1708650193588317,0.4798985167837627,-0.09959428683468319,0.8001885128214439,0.4731141934258028,-0.08655663064531677,0.8237576763411429,0.4668333012882138,-0.17086501935883158,0.6573791957785704,0.487061183550652,-0.11460872518600546,0.7733897623336423,0.49336239350108974,-0.025893288485777488,0.9480236822725648,0.23705394647592884,0.1708650193588317,0.4668333012882138,0.49336239350108974,0.5066376064989102,0.5331666987117862,0.512938816449348,2428.0,2490.0,2428.0,2490.0,2557.0,2773.0,10248.0,5047.0,5201.0,4985.0,5263.0,2557.0,2773.0,0.5268858065741973,2773.0,0.5268858065741973,0.5331666987117862,0.5331666987117862,0.5066376064989102,0.32877650703001915,0.5066376064989102,0.5331666987117862,0.1708650193588317
LSTM AGE&GENDER Mitigation,0.5127829820452772,0.5035128805620609,0.5129781420765027,1.0660197402484155,0.03770938851238825,0.8839982469406291,0.3907264502970527,0.5762990478898836,0.03770938851238825,0.6896713627602191,0.9519516003122567,0.05523435130972981,0.05523435130972981,0.17432757310129793,0.1325696047686218,0.008787350054254298,0.008916748103893537,0.691400856053353,-0.27440660901947855,0.05629764844840546,0.05629764844840546,0.48721701795472283,-0.0384051451749976,0.9311070780399274,0.48411641620696216,-0.17723983297753793,0.6973289006075891,0.4744186046511628,-0.05629764844840546,0.8839402324294411,0.49048286916449607,0.17141531322505799,1.3296448331251114,0.5001965408805031,0.05417105417105417,1.0875070875070876,0.23901757187565464,0.05629764844840546,0.4744186046511628,0.5001965408805031,0.49980345911949686,0.5255813953488372,0.5095171308355039,2448.0,2545.0,2448.0,2545.0,2543.0,2712.0,10248.0,5088.0,5160.0,4991.0,5257.0,2543.0,2712.0,0.5158835837930379,2712.0,0.5158835837930379,0.5255813953488372,0.5255813953488372,0.49980345911949686,0.3316250870412109,0.49980345911949686,0.5255813953488372,0.05629764844840546
LSTM DIR AGE&GENDER Mitigation,0.5210772833723654,0.510343481654957,0.523224043715847,1.0259854670821988,0.015233436622833385,0.8872962976209648,0.3936473598859359,0.5788433394856377,0.015233436622833385,0.662026735967971,0.9510538641686188,0.029724310541420662,0.029724310541420662,0.1893788597028775,0.13574922059716968,0.009213925446369517,0.009301720364360111,0.6831235295982969,-0.2677604027789764,0.020546837287440445,0.03890178379540088,0.47892271662763464,-0.03168015233828769,0.9409228519195612,0.4699738903394256,-0.18340289849269925,0.6708863285748213,0.4565965583173996,-0.020546837287440445,0.9540062096748902,0.48874334834220223,0.19535482091305567,1.3857107978928191,0.502192108409725,0.03890178379540088,1.0632185915256842,0.2333288783454176,0.03890178379540088,0.4565965583173996,0.502192108409725,0.497807891590275,0.5434034416826004,0.5112566516577978,2388.0,2520.0,2388.0,2520.0,2498.0,2842.0,10248.0,5018.0,5230.0,4886.0,5362.0,2498.0,2842.0,0.5300261096605744,2842.0,0.5300261096605744,0.5434034416826004,0.5434034416826004,0.497807891590275,0.3237586993829068,0.497807891590275,0.5434034416826004,0.020546837287440445
LSTM Reweighed AGE&GENDER Mitigation,0.5076112412177985,0.5008782201405152,0.5229313036690086,1.0613719991381372,0.035866415086236,0.8761643746679874,0.38383200571867265,0.5689410987268881,0.035866415086236,0.6373143594262121,0.9515807962529279,0.053363549395711196,0.053363549395711196,0.15326262512475808,0.12704941956765858,0.008070777506239475,0.008211956115798114,0.6862241957300514,-0.20359461879660334,0.027974657810361014,0.07875244098106138,0.49238875878220145,-0.009516456034757925,0.982626763750931,0.49188281395782796,-0.1280294613279679,0.7762930438227591,0.4695110072082603,-0.02797465781036096,0.9392447103959688,0.4929433421967683,0.17849578892154827,1.3477743176405936,0.515347018572825,0.07875244098106138,1.1263829546839832,0.23545182340267795,0.07875244098106138,0.4695110072082603,0.515347018572825,0.484652981427175,0.5304889927917398,0.5070566578032317,2410.0,2636.0,2410.0,2636.0,2479.0,2723.0,10248.0,5115.0,5133.0,4889.0,5359.0,2479.0,2723.0,0.508117186042172,2723.0,0.508117186042172,0.5304889927917398,0.5304889927917398,0.484652981427175,0.32707638503578457,0.484652981427175,0.5304889927917398,0.027974657810361014
LSTM GENDER Mitigation,0.514832162373146,0.5035128805620609,0.510343481654957,0.8137017922711182,-0.10402043820454598,0.12234491972410083,0.007484139691148339,0.007550885364794495,-0.10402043820454598,0.2934255907734742,0.9519516003122567,0.11155071613109818,-0.11155071613109818,0.14756111508124495,0.12234491972410083,0.007484139691148339,0.007550885364794495,0.6917811300223806,-0.08196780151741956,-0.07601234845774008,0.1470890838044563,0.485167837626854,-0.0344911559861365,0.9311673783972871,0.4820267686424474,-0.18236919144023417,0.6725644062777614,0.475,0.07601234845774013,1.1749226016939798,0.48844161020326826,0.11275303872225573,1.261943904066861,0.49547955974842767,-0.1470890838044563,0.7339367621625686,0.23928056592752095,0.1470890838044563,0.475,0.49547955974842767,0.5045204402515723,0.525,0.5115583897967317,2451.0,2521.0,2451.0,2521.0,2567.0,2709.0,10248.0,5088.0,5160.0,5018.0,5230.0,2567.0,2709.0,0.5179732313575526,2709.0,0.5179732313575526,0.525,0.525,0.5045204402515723,0.33190633415647225,0.5045204402515723,0.525,-0.07601234845774008
RNN DIR GENDER Mitigation,0.5182474629195941,0.5027322404371585,0.5180523028883685,0.7968518095740199,-0.11597544120931108,0.1261165336068714,0.007952690024506562,0.008034784748666576,-0.11597544120931108,0.28939229093425234,0.9522833723653401,0.12406803303942265,-0.12406803303942265,0.1470590662660173,0.1261165336068714,0.007952690024506562,0.008034784748666576,0.6834444482541407,-0.050209932662112156,-0.10717771416173982,0.14095835191710548,0.4817525370804059,-0.017823047608656717,0.9636169840436531,0.47975136560557546,-0.1632282030587115,0.7005289016463155,0.46389751552795033,0.10717771416173982,1.2629455254158632,0.4839036242154282,0.13088992947332312,1.3142933712729543,0.4998037676609105,-0.14095835191710548,0.7456091494491409,0.2335481569247034,0.14095835191710548,0.46389751552795033,0.4998037676609105,0.5001962323390895,0.5361024844720497,0.5160963757845718,2390.0,2547.0,2390.0,2547.0,2549.0,2762.0,10248.0,5096.0,5152.0,4939.0,5309.0,2549.0,2762.0,0.5202486343944246,2762.0,0.5202486343944246,0.5361024844720497,0.5361024844720497,0.5001962323390895,0.3241417787298409,0.5001962323390895,0.5361024844720497,-0.10717771416173982
RNN Reweighed GENDER Mitigation,0.5214676034348166,0.49414519906323184,0.5152224824355972,0.8092498287709282,-0.1076809946276045,0.11775175332887013,0.006932737706011539,0.0069958651363531636,-0.1076809946276045,0.268968044730312,0.9506049960968,0.11568363954871957,-0.11568363954871957,0.1397365931132088,0.11775175332887013,0.006932737706011539,0.0069958651363531636,0.6771663564675712,-0.04805782380088175,-0.1003097973651274,0.13105748173231174,0.4785323965651834,-0.018003453828075888,0.963014716109938,0.48484848484848486,-0.15474985760698518,0.7174328851495271,0.4628751974723539,0.1003097973651274,1.2445241868900674,0.4718196457326892,0.12472332861943247,1.3058059323799662,0.49382716049382713,-0.13105748173231174,0.7596262369391651,0.22927713716578285,0.13105748173231174,0.4628751974723539,0.49382716049382713,0.5061728395061729,0.5371248025276462,0.5281803542673108,2344.0,2560.0,2344.0,2560.0,2624.0,2720.0,10248.0,5184.0,5064.0,4968.0,5280.0,2624.0,2720.0,0.5151515151515151,2720.0,0.5151515151515151,0.5371248025276462,0.5371248025276462,0.5061728395061729,0.3182963536398081,0.5061728395061729,0.5371248025276462,-0.1003097973651274
LSTM AGE Mitigation,0.514832162373146,0.5035128805620609,0.510343481654957,1.153912964319878,0.07630682541232736,0.034684573142700764,0.0006015098070456796,0.0005909710119291094,0.07630682541232736,0.025122602386427495,0.9519516003122567,0.121604608711772,0.0777185430788497,-0.029187635895819075,0.034684573142700764,0.0006015098070456796,0.0005909710119291094,0.6917811300223806,0.13888234968080382,0.1993231517906217,0.1993231517906217,0.485167837626854,-0.12067511297754652,0.762544367154766,0.4820267686424474,-0.09480417085397647,0.8112639484839239,0.475,-0.19932315179062177,0.6109071094640958,0.48844161020326826,-0.1531794426456145,0.7019808051645815,0.49547955974842767,-0.0438860656329223,0.9129291956910012,0.23928056592752095,0.1993231517906217,0.475,0.49547955974842767,0.5045204402515723,0.525,0.5115583897967317,2451.0,2521.0,2451.0,2521.0,2567.0,2709.0,10248.0,5088.0,5160.0,5018.0,5230.0,2567.0,2709.0,0.5179732313575526,2709.0,0.5179732313575526,0.525,0.525,0.5045204402515723,0.33190633415647225,0.5045204402515723,0.525,0.1993231517906217
RNN DIR AGE Mitigation,0.51532006245121,0.5063427010148321,0.5171740827478533,1.1333133110760334,0.06727976425469517,0.02615451656450301,0.00034202936836143113,0.00033734790347103555,0.06727976425469517,0.0014105982510377313,0.9495120999219365,0.09782666407633323,0.06614516830777561,-0.014647576821622238,0.02615451656450301,0.00034202936836143113,0.00033734790347103555,0.6886463302879452,0.14448721584548996,0.16397183238410884,0.16397183238410884,0.48467993754879,-0.09858440020303416,0.804005662307811,0.4790566037735849,-0.08517004417351992,0.8284786915281241,0.4679128926575448,-0.16397183238410884,0.670966304057339,0.49070331447049315,-0.1144651978167644,0.7753634080832444,0.5018778414706464,-0.03168149576855761,0.9376066955643614,0.2371168841095269,0.16397183238410884,0.4679128926575448,0.5018778414706464,0.49812215852935365,0.5320871073424552,0.5092966855295069,2428.0,2539.0,2428.0,2539.0,2520.0,2761.0,10248.0,5059.0,5189.0,4948.0,5300.0,2520.0,2761.0,0.5209433962264151,2761.0,0.5209433962264151,0.5320871073424552,0.5320871073424552,0.49812215852935365,0.3290088232374954,0.49812215852935365,0.5320871073424552,0.16397183238410884
RNN Reweighed AGE Mitigation,0.5113192818110851,0.5030249804839969,0.5190281030444965,1.1407967373665078,0.07125463312466718,0.031185276630926698,0.00048626073927371144,0.00047819802947166176,0.07125463312466718,0.02184486681565001,0.9523614363778303,0.10791663567133555,0.07235131771914746,-0.02681926404404608,0.031185276630926698,0.00048626073927371144,0.00047819802947166176,0.6878658203847894,0.13385171540245688,0.18026795339048302,0.18026795339048302,0.4886807181889149,-0.10692722744136762,0.7895583831674938,0.4861816130851664,-0.08352826425267962,0.8339606775230106,0.46983511154219204,-0.18026795339048302,0.6409055585095504,0.4913775613714749,-0.13716679234077167,0.732763474188393,0.5077557431769095,-0.03556531795218809,0.9308516932929589,0.23657969342681967,0.18026795339048302,0.46983511154219204,0.5077557431769095,0.49224425682309053,0.530164888457808,0.5086224386285251,2422.0,2586.0,2422.0,2586.0,2507.0,2733.0,10248.0,5093.0,5155.0,4929.0,5319.0,2507.0,2733.0,0.5138183869148336,2733.0,0.5138183869148336,0.530164888457808,0.530164888457808,0.49224425682309053,0.3284337213207425,0.49224425682309053,0.530164888457808,0.18026795339048302
LSTM AGE&GENDER Mitigation,0.514832162373146,0.5035128805620609,0.510343481654957,1.0857409690878619,0.0485142404422958,0.8836461333776144,0.3904152445166044,0.5761170992198562,0.0485142404422958,0.6896713627602191,0.9519516003122567,0.06665191137534898,0.06665191137534898,0.17678510928760857,0.13141087392353096,0.008634408892673076,0.008764641620369313,0.6917811300223806,-0.25761788264531804,0.0605746000214753,0.07272922272922266,0.485167837626854,-0.03251650671008277,0.9412409967858094,0.4820267686424474,-0.17216135873498478,0.7045943916114273,0.475,-0.060574600021475355,0.8754823178849058,0.48844161020326826,0.18140885984023236,1.3522079972928769,0.49547955974842767,0.07272922272922266,1.1191662166954754,0.23928056592752095,0.07272922272922266,0.475,0.49547955974842767,0.5045204402515723,0.525,0.5115583897967317,2451.0,2521.0,2451.0,2521.0,2567.0,2709.0,10248.0,5088.0,5160.0,5018.0,5230.0,2567.0,2709.0,0.5179732313575526,2709.0,0.5179732313575526,0.525,0.525,0.5045204402515723,0.33190633415647225,0.5045204402515723,0.525,0.0605746000214753
RNN DIR AGE&GENDER Mitigation,0.5135636221701796,0.5081967213114754,0.5137587822014051,1.0348600582727878,0.01987081959157444,0.8741000699753707,0.382025466165474,0.5663922233425618,0.01987081959157444,0.6639559276545508,0.9503512880562067,0.03818657701304373,0.03818657701304373,0.16540199010884962,0.1312123133004875,0.008608335580832644,0.008674059485919901,0.6935700530944094,-0.29666572852231987,0.008926573985298725,0.06744658004078874,0.4864363778298204,-0.002266405848870612,0.9957861508142187,0.4788224121557455,-0.13893719297629298,0.7517081541471785,0.4731182795698925,-0.008926573985298836,0.9808348771785371,0.49448123620309054,0.19186678724140627,1.3769141017374407,0.5001984126984127,0.06744658004078874,1.112084923060533,0.240519709274691,0.06744658004078874,0.4731182795698925,0.5001984126984127,0.4998015873015873,0.5268817204301075,0.5055187637969095,2464.0,2521.0,2464.0,2521.0,2519.0,2744.0,10248.0,5040.0,5208.0,4983.0,5265.0,2519.0,2744.0,0.5211775878442545,2744.0,0.5211775878442545,0.5268817204301075,0.5268817204301075,0.4998015873015873,0.3335943579553823,0.4998015873015873,0.5268817204301075,0.008926573985298725
